TreeID,qLegalStatus,qSpecies,qAddress,SiteOrder,qSiteInfo,qCaretaker,PlantDate,DBH,PlotSize,Latitude,Longitude
86329,DPW Maintained,Prunus serrulata :: Ornamental Cherry,2247 25th Ave,2,Sidewalk: Curb side : Cutout,DPW,12/18/06 0:00,3,3x3,37.74556689,-122.4823884
107967,Section 806 (d),Platanus x hispanica :: Sycamore: London Plane,2405x Scott St,4,Sidewalk: Curb side : Cutout,Private,11/10/14 0:00,3,3x3,37.79208158,-122.4396314
8069,DPW Maintained,Pittosporum undulatum :: Victorian Box,657 Fulton St,1,Sidewalk: Curb side : Cutout,DPW,2/15/05 0:00,3,3x3,37.77774334,-122.4274474
12771,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,1831 Lake St,1,Sidewalk: Curb side : Cutout,Private,7/22/92 0:00,6,3X3,37.78593453,-122.4792843
15526,DPW Maintained,Pittosporum undulatum :: Victorian Box,2784 Mission St,1,Sidewalk: Curb side : Cutout,DPW,10/11/90 0:00,6,3X3,37.75261993,-122.41857
49408,DPW Maintained,Pittosporum undulatum :: Victorian Box,600@ JACKSON Front St,1,Sidewalk: Curb side : Cutout,Private,4/7/06 0:00,14,,37.79705788,-122.399434
49590,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2333  REVISED Buchanan St,2,Sidewalk: Curb side : Cutout,Private,5/16/03 0:00,11,,37.79122611,-122.4310236
42100,Permitted Site,Prunus serrulata :: Ornamental Cherry,231 Edna St,1,Sidewalk: Curb side : Cutout,Private,6/21/00 0:00,10,3x6,37.72853142,-122.4466508
5251,DPW Maintained,Pittosporum undulatum :: Victorian Box,1145 Divisadero St,1,Sidewalk: Curb side : Cutout,Private,1/27/09 0:00,12,3X3,37.78014321,-122.4389489
49915,Permitted Site,Pittosporum undulatum :: Victorian Box,2140 Folsom St,3,Sidewalk: Curb side : Cutout,Private,6/6/16 0:00,3,4x4,37.76303033,-122.41518
13865,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1000 Market St,4,Sidewalk: Curb side : Cutout,DPW,7/18/06 0:00,3,4x4,37.78228581,-122.4103698
199430,DPW Maintained,Ficus microcarpa :: Chinese Banyan,695 Arkansas St,1,Sidewalk: Property side : Yard,Private,10/16/19 0:00,3,Width 10ft,37.75746356,-122.3978854
47422,DPW Maintained,Prunus cerasifera :: Cherry Plum,882 36th Ave,1,Sidewalk: Curb side : Cutout,Private,5/14/02 0:00,3,,37.77241192,-122.4959202
66953,DPW Maintained,Prunus cerasifera :: Cherry Plum,241 Stanyan St,1,Sidewalk: Curb side : Cutout,Private,1/2/92 0:00,3,,37.77659083,-122.4551124
85739,Private,Platanus x hispanica :: Sycamore: London Plane,601X Howard St,1,Sidewalk: Curb side : Cutout,Private,4/30/07 0:00,3,5x5,37.78672294,-122.3982297
28049,Permitted Site,Platanus x hispanica 'Yarwood' :: Yarwood Sycamore,1800 The Embarcadero,5,Sidewalk: Curb side : Cutout,Port,2/5/01 0:00,12,3X3,37.80891235,-122.4157369
61658,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',115 10th Ave,1,Sidewalk: Curb side : Cutout,Private,11/21/84 0:00,15,,37.78612837,-122.4690328
265552,DPW Maintained,Platanus x hispanica 'Columbia' :: Columbia Hybrid Plane Tree,2038 Carroll Ave,1,Sidewalk: Curb side : Cutout,DPW,3/30/21 0:00,3,3x3,37.72973914,-122.401498
31460,DPW Maintained,Prunus cerasifera :: Cherry Plum,625 Douglass St,2,Sidewalk: Curb side : Cutout,Private,5/1/95 0:00,3,,37.75336621,-122.4386249
109290,Permitted Site,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,2X Clover St,4,Sidewalk: Curb side : Cutout,Private,2/6/15 0:00,3,3x3,37.76007684,-122.4415276
86258,DPW Maintained,Prunus serrulata :: Ornamental Cherry,1746 25th Ave,1,Sidewalk: Curb side : Cutout,DPW,12/12/06 0:00,3,3x3,37.75495093,-122.4828833
56928,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',990 Greenwich St,1,Sidewalk: Curb side : Cutout,Private,8/15/74 0:00,22,,37.80158032,-122.415819
66092,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',1045 Filbert St,1,Sidewalk: Curb side : Cutout,Private,9/20/91 0:00,13,,37.80038324,-122.4167231
64913,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',50 California St,1,Sidewalk: Curb side : Cutout,Private,3/21/89 0:00,17,,37.79366637,-122.3971291
112177,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,607 29th Ave,3,Sidewalk: Curb side : Cutout,Private,12/17/15 0:00,9,3x3,37.77771972,-122.488947
108694,Permitted Site,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,1950X Beach St,3,Sidewalk: Curb side : Cutout,Private,1/2/15 0:00,3,3x3,37.80391014,-122.4406133
49515,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,2360@ FILLMORE Broadway,1,Sidewalk: Curb side : Cutout,Private,4/23/03 0:00,4,,37.79423318,-122.4358709
31788,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,160 Alpine Ter,1,Sidewalk: Curb side : Cutout,Private,6/19/95 0:00,4,,37.76797104,-122.4374373
8409,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,1570 Geary Blvd,2,Sidewalk: Curb side : Cutout,DPW,3/15/06 0:00,3,3X3,37.78496695,-122.4291647
54437,DPW Maintained,Pittosporum undulatum :: Victorian Box,417 Mississippi St,1,Sidewalk: Curb side : Cutout,Private,6/8/72 0:00,12,,37.76108097,-122.3943518
62293,DPW Maintained,Prunus cerasifera :: Cherry Plum,172 Beaumont Ave,1,Sidewalk: Curb side : Cutout,Private,10/10/85 0:00,7,,37.77840152,-122.4544059
15509,DPW Maintained,Pittosporum undulatum :: Victorian Box,2732 Mission St,1,Sidewalk: Curb side : Cutout,Private,1/17/92 0:00,18,3x3,37.75325597,-122.4186286
524,DPW Maintained,Ficus retusa nitida :: Banyan Fig,2826 24th St,1,Sidewalk: Curb side : Cutout,DPW,6/8/21 11:16,3,3x3,37.75287857,-122.4086828
256313,Undocumented,Prunus cerasifera :: Cherry Plum,130x Shipley St,2,Sidewalk: Curb side : Cutout,Private,10/26/18 0:00,3,3x3,37.78131306,-122.4018009
67948,DPW Maintained,Prunus cerasifera :: Cherry Plum,491 23rd Ave,1,Sidewalk: Curb side : Cutout,Private,3/22/93 0:00,6,ex3,37.7784484,-122.482552
39571,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,835 Kansas St,1,Sidewalk: Curb side : Cutout,Private,12/28/98 0:00,8,,37.75907253,-122.4028908
266681,Private,Platanus x hispanica :: Sycamore: London Plane,1995 Evans Ave,11,Sidewalk: Curb side : Cutout,Private,11/8/21 0:00,3,,37.74714231,-122.3959145
98239,Permitted Site,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,800 Irving St,2,Sidewalk: Curb side : Cutout,Private,6/17/15 0:00,3,3x3,37.76411068,-122.4663289
31292,DPW Maintained,Prunus cerasifera :: Cherry Plum,2607 18th Ave,1,Sidewalk: Curb side : Cutout,Private,4/4/95 0:00,3,,37.7391318,-122.4744252
224593,DPW Maintained,Ficus microcarpa :: Chinese Banyan,3131 16th St,1,Sidewalk: Curb side : Cutout,Private,1/2/81 0:00,13,Width 3ft,37.76479647,-122.4225538
54085,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',2379 Jackson St,1,Sidewalk: Curb side : Cutout,Private,5/12/72 0:00,18,3x3,37.79247463,-122.4340896
39875,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',301 Bryant St,2,Sidewalk: Curb side : Cutout,Private,1/21/99 0:00,14,,37.78470874,-122.3913923
84579,Permitted Site,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,3930 24th St,1,Sidewalk: Curb side : Cutout,Private,12/27/12 0:00,3,3x3,37.75159956,-122.4303703
79376,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,683 39th Ave,1,Sidewalk: Curb side : Cutout,Private,7/10/09 0:00,3,3x3,37.77599035,-122.4995706
31924,DPW Maintained,Prunus cerasifera :: Cherry Plum,400 Rivera St,1,Sidewalk: Curb side : Cutout,Private,6/26/95 0:00,4,,37.74709329,-122.4706502
62178,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,28 Meda Ave,1,Sidewalk: Curb side : Cutout,Private,9/24/85 0:00,11,,37.72367109,-122.4415026
127505,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',281 Geary St,3,Sidewalk: Curb side : Cutout,Private,8/17/18 0:00,3,Width 4ft,37.78735425,-122.4077208
14122,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1600X Market St,3,Sidewalk: Curb side : Cutout,DPW,7/7/11 15:22,2,4x4,37.77392686,-122.4210615
243309,Permitted Site,Prunus cerasifera :: Cherry Plum,780 South Van Ness Ave,2,Sidewalk: Curb side : Cutout,Private,1/3/17 10:07,0,Width 3ft,37.76070019,-122.4171827
57517,DPW Maintained,Pittosporum undulatum :: Victorian Box,3561 Pierce St,1,Sidewalk: Curb side : Cutout,Private,9/30/76 0:00,11,,37.80350548,-122.4401721
38966,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',1550 Bay St,2,Sidewalk: Curb side : Cutout,Private,11/17/98 0:00,5,,37.80331617,-122.4322201
32641,Permitted Site,Ficus nitida :: Laurel Fig,379 TEHAMA ST,6,Sidewalk: Curb side : Cutout,Private,5/17/99 0:00,8,,37.78129638,-122.4040259
56187,Permitted Site,Prunus cerasifera :: Cherry Plum,238 Jersey St,1,Sidewalk: Curb side : Cutout,Private,3/3/09 0:00,4,3x3,37.75078048,-122.4304581
9687,Permitted Site,Ficus nitida :: Laurel Fig,330 Gough St,1,Sidewalk: Curb side : Cutout,Private,1/10/01 0:00,16,3x3,37.77665948,-122.4226694
147673,DPW Maintained,Platanus x hispanica 'Columbia' :: Columbia Hybrid Plane Tree,475 15th Ave,1,Sidewalk: Curb side : Cutout,Private,6/17/21 0:00,3,Width 4ft,37.77911721,-122.4739408
33812,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,261 Linden St,1,Sidewalk: Curb side : Cutout,Private,11/26/96 0:00,5,,37.77645683,-122.4222788
91973,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,1336 09th Ave,1,Sidewalk: Curb side : Cutout,DPW,2/20/09 0:00,3,3x3,37.76334122,-122.4661927
34884,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,211 Main St,1,Sidewalk: Curb side : Cutout,Private,9/9/97 0:00,10,,37.79034174,-122.3929039
86199,DPW Maintained,Prunus serrulata :: Ornamental Cherry,2371 24th Ave,1,Sidewalk: Curb side : Cutout,DPW,1/19/07 0:00,3,3x3,37.74338964,-122.481171
12893,DPW Maintained,Prunus cerasifera :: Cherry Plum,255X Larch St,3,Sidewalk: Curb side : Cutout,Private,2/2/90 0:00,3,3X3,37.78230968,-122.4214467
43505,Permitted Site,Prunus cerasifera :: Cherry Plum,160 Newman St,1,Sidewalk: Curb side : Cutout,Private,7/19/00 0:00,6,3x9,37.73765139,-122.417144
45611,DPW Maintained,Ficus retusa nitida :: Banyan Fig,1100 Fillmore St,3,Sidewalk: Curb side : Cutout,Private,8/6/01 0:00,16,,37.77966679,-122.4316637
43188,DPW Maintained,Prunus cerasifera :: Cherry Plum,158 Sweeny St,1,Sidewalk: Curb side : Cutout,Private,7/11/00 0:00,6,,37.73283158,-122.4085932
57628,DPW Maintained,Prunus blireiana :: Flowering Plum,534 17th Ave,1,Sidewalk: Curb side : Cutout,Private,5/9/90 0:00,7,,37.7778612,-122.475902
51329,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,333 01st St,9,Sidewalk: Curb side : Cutout,Private,1/27/15 0:00,3,,37.78712732,-122.394119
108165,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1501X Filbert St,3,Sidewalk: Curb side : Cutout,Private,11/26/14 0:00,3,3x3,37.79937861,-122.424532
51330,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,333 01st St,8,Sidewalk: Curb side : Cutout,Private,1/27/15 0:00,3,,37.78708316,-122.3940649
65946,DPW Maintained,Prunus serrulata :: Ornamental Cherry,556 Larkin St,1,Sidewalk: Curb side : Cutout,Private,6/4/90 0:00,2,,37.78305826,-122.41739
236821,Section 806 (d),Prunus cerasifera :: Cherry Plum,24 Woodland Ave,1,Sidewalk: Curb side : Cutout,Private,3/3/21 0:00,3,3x3,37.76386799,-122.4533311
65841,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',2353 North Point St,1,Sidewalk: Curb side : Cutout,Private,5/7/90 0:00,11,,37.80239119,-122.4459502
117633,DPW Maintained,Prunus blireiana :: Flowering Plum,100 Locust St,1,Sidewalk: Curb side : Cutout,Private,1/5/18 0:00,3,3x3,37.78988748,-122.4523389
65402,Permitted Site,Ficus microcarpa :: Chinese Banyan,760 Geary St,1,Sidewalk: Curb side : Cutout,Private,11/2/89 0:00,12,3x3,37.78645076,-122.4158223
222619,Section 806 (d),Platanus x hispanica :: Sycamore: London Plane,2070 Folsom St,3,Sidewalk: Curb side : Cutout,Private,12/14/21 0:00,3,5x5,37.76438249,-122.4153345
56926,DPW Maintained,Ficus retusa nitida :: Banyan Fig,419 Broderick St,1,Sidewalk: Curb side : Cutout,Private,8/15/74 0:00,13,,37.77420034,-122.4394385
86519,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,1309 27th Ave,1,Sidewalk: Curb side : Cutout,DPW,12/26/06 0:00,3,3x3,37.76298237,-122.485754
61126,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',163 19th Ave,1,Sidewalk: Curb side : Cutout,Private,9/15/83 0:00,17,,37.78481596,-122.4787155
31579,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,1766 23rd Ave,1,Sidewalk: Curb side : Cutout,Private,5/10/95 0:00,10,,37.75471138,-122.4807165
204,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2912 19th Ave,2,Sidewalk: Curb side : Cutout,Private,9/8/94 0:00,20,2X3,37.7342305,-122.4749307
5857,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,940X Eddy St,6,Sidewalk: Curb side : Cutout,DPW,10/24/15 9:36,3,3x3,37.78266181,-122.4231555
58690,DPW Maintained,Pittosporum undulatum :: Victorian Box,2824 Golden Gate Ave,1,Sidewalk: Curb side : Cutout,Private,4/26/79 0:00,7,,37.77641159,-122.4571975
27309,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,781 Dolores St,1,Sidewalk: Curb side : Cutout,DPW,11/9/99 0:00,12,3X3,37.75697462,-122.4255016
59997,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',3699 Clay St,1,Sidewalk: Curb side : Cutout,Private,12/17/92 0:00,10,,37.78819561,-122.4535057
28243,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,3230 San Bruno Ave,1,Sidewalk: Curb side : Cutout,DPW,1/21/04 0:00,8,2X3,37.72117842,-122.4010205
57946,DPW Maintained,Ficus microcarpa :: Chinese Banyan,10 Byron Ct,1,Sidewalk: Curb side : Cutout,Private,6/24/77 0:00,9,,37.70970532,-122.4439076
48755,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,219 Brannan St,12,Sidewalk: Curb side : Cutout,Private,8/27/15 0:00,7,,37.78321506,-122.3902208
95975,DPW Maintained,Pittosporum undulatum :: Victorian Box,6300 Geary Blvd,1,Median :,DPW,3/12/11 0:00,1,,37.78019606,-122.4871078
32192,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,249 Fair Oaks St,1,Sidewalk: Curb side : Cutout,Private,8/18/95 0:00,11,,37.75269497,-122.4240036
15588,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,3184 Mission St,5,Sidewalk: Curb side : Cutout,DPW,1/30/99 0:00,3,3X3,37.74596548,-122.4197655
55217,DPW Maintained,Prunus cerasifera :: Cherry Plum,2341 Vallejo St,1,Sidewalk: Curb side : Cutout,Private,10/2/72 0:00,3,,37.7950672,-122.4358601
20186,DPW Maintained,Pittosporum undulatum :: Victorian Box,1225 Steiner St,7,Sidewalk: Curb side : Cutout,DPW,5/19/92 0:00,12,3X3,37.78039662,-122.4338835
62569,DPW Maintained,Pittosporum undulatum :: Victorian Box,554 Kansas St,1,Sidewalk: Curb side : Cutout,Private,1/28/86 0:00,10,,37.76271801,-122.4034009
25842,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,800X The Embarcadero,6,Sidewalk: Curb side : Cutout,Port,10/30/95 0:00,6,4X4,37.79950133,-122.3981503
49759,DPW Maintained,Prunus cerasifera :: Cherry Plum,214 Harkness Ave,2,Sidewalk: Curb side : Cutout,Private,6/4/03 0:00,5,,37.71748118,-122.4019757
65082,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',1760 Pacific Ave,1,Sidewalk: Curb side : Cutout,Private,6/14/89 0:00,15,,37.79475104,-122.4242232
14071,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1390 Market St,14,Sidewalk: Curb side : Cutout,DPW,6/23/18 0:00,3,4x4,37.77671822,-122.4174657
22998,DPW Maintained,Platanus racemosa :: California Sycamore,714 Valencia St,1,Sidewalk: Curb side : Cutout,DPW,2/23/94 0:00,8,,37.76138627,-122.4216524
63579,DPW Maintained,Pittosporum undulatum :: Victorian Box,1370 Filbert St,1,Sidewalk: Curb side : Cutout,Private,4/30/87 0:00,12,,37.79982849,-122.4220052
28489,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',1501X Dolores St,1,Sidewalk: Curb side : Cutout,DPW,12/8/03 0:00,12,3X3,37.74530062,-122.4243888
27904,Permitted Site,Platanus x hispanica :: Sycamore: London Plane,280 The Embarcadero,34,Sidewalk: Curb side : Cutout,Port,1/31/01 0:00,12,,37.78204148,-122.3885155
14410,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,2001X Mason St,1,Sidewalk: Curb side : Cutout,DPW,3/13/01 0:00,6,3X3,37.80191375,-122.4129407
91852,DPW Maintained,Platanus x hispanica 'Yarwood' :: Yarwood Sycamore,699X Harrison St,1,Sidewalk: Curb side : Cutout,DPW,3/7/07 0:00,3,3x3,37.78254126,-122.397303
50646,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,650 King St,4,Sidewalk: Curb side : Cutout,Private,12/30/03 0:00,7,,37.77031385,-122.401972
89120,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,491 10th Ave,2,Sidewalk: Curb side : Cutout,Private,4/18/08 0:00,3,3x3,37.77923362,-122.4685326
64839,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,21 Lisbon St,1,Sidewalk: Curb side : Cutout,Private,1/18/89 0:00,13,,37.72795511,-122.4290156
51151,DPW Maintained,Pittosporum undulatum :: Victorian Box,1600X North Point St,4,Sidewalk: Curb side : Cutout,Private,7/28/04 0:00,10,3x3,37.80405398,-122.4339052
27965,Permitted Site,Platanus x hispanica 'Yarwood' :: Yarwood Sycamore,300 The Embarcadero,2,Sidewalk: Curb side : Cutout,Port,2/5/01 0:00,12,4X4,37.79765286,-122.3959858
25636,Permitted Site,Platanus x hispanica :: Sycamore: London Plane,550X The Embarcadero,1,Sidewalk: Curb side : Cutout,Port,12/18/00 0:00,6,4X4,37.8001865,-122.3982208
3220,Permitted Site,Platanus x hispanica 'Yarwood' :: Yarwood Sycamore,3838 California St,6,Sidewalk: Curb side : Cutout,Private,11/27/12 0:00,2,3x3,37.785947,-122.457643
4254,DPW Maintained,Pittosporum undulatum :: Victorian Box,4079 Cesar Chavez St,1,Sidewalk: Curb side : Cutout,DPW,4/6/16 0:00,3,3X3,37.74739453,-122.4309808
129451,Permitted Site,Pittosporum undulatum :: Victorian Box,1147 Filbert St,1,Sidewalk: Curb side : Cutout,Private,6/20/18 0:00,3,3x3,37.80016018,-122.418534
31999,DPW Maintained,Prunus cerasifera :: Cherry Plum,1100 Brazil Ave,1,Sidewalk: Curb side : Cutout,Private,7/13/95 0:00,7,,37.72037674,-122.4259113
88414,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,1100 Sacramento St,3,Sidewalk: Curb side : Cutout,Private,7/10/08 0:00,3,3x3,37.79276633,-122.4113651
43239,DPW Maintained,Prunus serrulata :: Ornamental Cherry,1486 26th Ave,1,Sidewalk: Curb side : Cutout,Private,7/12/00 0:00,5,,37.75981324,-122.4843168
4139,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,3550 Cesar Chavez St,11,Sidewalk: Curb side : Cutout,DPW,4/1/95 0:00,3,3x3,37.74818827,-122.4217256
86573,DPW Maintained,Prunus serrulata :: Ornamental Cherry,2423 27th Ave,1,Sidewalk: Curb side : Cutout,DPW,1/5/07 0:00,3,3x3,37.74220544,-122.4843132
67549,DPW Maintained,Pittosporum undulatum :: Victorian Box,1115 Rhode Island St,1,Sidewalk: Curb side : Cutout,Private,10/5/92 0:00,9,,37.75565433,-122.4015919
66843,DPW Maintained,Prunus cerasifera :: Cherry Plum,258 Ewing Ter,1,Sidewalk: Curb side : Cutout,Private,11/15/91 0:00,4,,37.77982706,-122.4489613
22679,DPW Maintained,Pittosporum undulatum :: Victorian Box,1345 Turk St,6,Sidewalk: Curb side : Cutout,DPW,3/18/93 0:00,12,3X3,37.78057888,-122.4310276
8057,DPW Maintained,Pittosporum undulatum :: Victorian Box,616 Fulton St,1,Sidewalk: Curb side : Cutout,DPW,4/24/90 0:00,6,3X3,37.77868977,-122.4275586
103745,DPW Maintained,Platanus x hispanica 'Yarwood' :: Yarwood Sycamore,1999X Folsom St,4,Sidewalk: Curb side : Cutout,DPW,5/4/07 0:00,3,3x3,37.76612583,-122.4153853
96763,DPW Maintained,Pittosporum undulatum :: Victorian Box,788 Minna St,5,Sidewalk: Curb side : Cutout,Private,7/12/11 0:00,3,3x3,37.77595442,-122.4140495
15311,DPW Maintained,Pittosporum undulatum :: Victorian Box,1665 Mission St,1,Sidewalk: Curb side : Cutout,Private,3/1/14 0:00,12,3x3,37.77111002,-122.4195112
533,DPW Maintained,Ficus retusa nitida :: Banyan Fig,2850 24th St,2,Sidewalk: Curb side : Cutout,DPW,6/8/21 11:16,3,3X3,37.75283753,-122.4094097
68735,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,3968 Sacramento St,1,Sidewalk: Curb side : Cutout,Private,11/1/93 0:00,3,,37.78681644,-122.4582818
5980,DPW Maintained,Pittosporum undulatum :: Victorian Box,1625 Eddy St,3,Sidewalk: Curb side : Cutout,DPW,12/16/97 0:00,6,3X3,37.78064821,-122.4346988
27606,DPW Maintained,Pittosporum undulatum :: Victorian Box,988 Fulton St,6,Sidewalk: Curb side : Cutout,DPW,11/9/17 0:00,3,4X4,37.77763866,-122.4326631
91849,Permitted Site,Platanus x hispanica 'Yarwood' :: Yarwood Sycamore,855 HARRISON ST,8,Sidewalk: Curb side : Cutout,Private,3/7/07 0:00,8,3x3,37.77972373,-122.4005386
13472,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,101 Market St,11,Sidewalk: Curb side : Cutout,DPW,1/1/05 0:00,20,4X4,37.79368952,-122.3955433
115529,Planning Code 138.1 required,Platanus x hispanica :: Sycamore: London Plane,101 Polk St,2,Sidewalk: Curb side : Cutout,Private,2/8/16 0:00,3,4x4,37.77777188,-122.418193
51703,DPW Maintained,Prunus x yedoensis :: Yoshino Cherry,54 Casa Way,1,Sidewalk: Curb side : Cutout,Private,4/29/05 0:00,3,,37.80565325,-122.4390165
28052,Permitted Site,Platanus x hispanica 'Yarwood' :: Yarwood Sycamore,1800 The Embarcadero,8,Sidewalk: Curb side : Cutout,Port,2/5/01 0:00,12,3X3,37.80891235,-122.4157369
91186,Permitted Site,Prunus serrulata :: Ornamental Cherry,291 Page St,1,Sidewalk: Curb side : Cutout,Private,2/5/09 0:00,2,6x9,37.7736319,-122.4255413
41936,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,684 04th Ave,1,Sidewalk: Curb side : Cutout,Private,6/20/00 0:00,10,3x9,37.77574987,-122.4616809
85390,DPW Maintained,Prunus cerasifera :: Cherry Plum,1060 Jackson St,1,Sidewalk: Curb side : Cutout,Private,8/22/07 0:00,5,,37.79533172,-122.4125327
91838,DPW Maintained,Platanus x hispanica 'Yarwood' :: Yarwood Sycamore,1617 Harrison St,3,Sidewalk: Curb side : Cutout,DPW,3/7/07 0:00,3,3x3,37.76992721,-122.413066
62994,DPW Maintained,Prunus cerasifera :: Cherry Plum,121 Chester Ave,1,Sidewalk: Curb side : Cutout,Private,9/16/86 0:00,1,,37.71380266,-122.4704039
103760,Permitted Site,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,100X Austin St,2,Sidewalk: Curb side : Cutout,Private,11/1/09 0:00,3,3x3,37.78919976,-122.4204556
30828,DPW Maintained,Prunus caroliniana :: Carolina Cherry Laurel,198 Lippard Ave,2,Sidewalk: Curb side : Cutout,Private,2/6/95 0:00,5,,37.73262585,-122.4362871
57948,DPW Maintained,Pittosporum crassifolium :: Karo Tree,14 Byron Ct,1,Sidewalk: Curb side : Cutout,Private,6/24/77 0:00,9,,37.70963397,-122.4441286
28355,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,3188 Cesar Chavez St,1,Sidewalk: Curb side : Cutout,DPW,2/2/01 0:00,3,4x4,37.74837485,-122.4134063
85944,DPW Maintained,Prunus serrulata :: Ornamental Cherry,1530 26th Ave,1,Sidewalk: Curb side : Cutout,DPW,12/18/06 0:00,3,3x3,37.7589103,-122.4842494
96081,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,790 41st Ave,2,Sidewalk: Curb side : Cutout,Private,7/28/11 0:00,1,3x3,37.77393225,-122.5014108
43288,DPW Maintained,Prunus cerasifera :: Cherry Plum,2210 19th St,3,Sidewalk: Curb side : Cutout,Private,7/12/00 0:00,6,,37.76088072,-122.4044435
62305,DPW Maintained,Prunus cerasifera :: Cherry Plum,55 Loraine Ct,1,Sidewalk: Curb side : Cutout,Private,10/10/85 0:00,9,,37.77985399,-122.4569866
38787,DPW Maintained,Prunus cerasifera :: Cherry Plum,564 04th St,1,Sidewalk: Curb side : Cutout,Private,2/7/13 0:00,3,,37.77877452,-122.3972543
109350,DPW Maintained,Ficus Spp. ::,2505 Pacific Ave,3,Sidewalk: Property side : Cutout,Private,2/11/15 0:00,3,.5x1,37.7929686,-122.4367077
64640,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',2100 Broadway,1,Sidewalk: Curb side : Cutout,Private,8/19/88 0:00,17,,37.79476282,-122.4317872
